Season Nbr,Episode Nbr,Title,Score,Comment
4,17, Directed by Tim Van Patten,7.0,"Tim Van Patten, half-brother to Dick Van Patten, directs this Black Mirror love story with a twist. Kind of like the acclaimed San Junipero. There's much relationship-testing in this episode, and I was kind of kept guessing until the very end. I was even wondering what the DJ had to do with it."
4,17, 8,8.0,Pretty decent episode with interesting plot but still I prefer more creepier episode where someone dies and etc.
4,17, Future of dating,9.0,"The old-fashioned dating, flirting, and relationships that eat up a lot of our time and nerves, and too often end in unhappy marriages, quarrels, adultery, and divorces, in this ""Black Mirror"" episode are a thing of the past. Here, people are placed in pairing software.The system pairs you a seemingly random number of times with seemingly randomly selected people, for a time that varies from a few minutes to a few years per ""relationship"". You cannot refuse an assigned partner, nor end a relationship before the time allotted by the system has expired, but what you will do in that relationship is up to you. The system monitors and records all events and your reactions to all situations you go through, and when the data collected about you matches the information of one of the other participants, the system pairs you in a perfect pair, with a success rate of 99.8%.But what if the system sentences you to years with a person you can't stand or you fall madly in love with a person assigned to you only for a short time ... Does everything you go through happen for a good reason or is the system not as perfect as it claims to be ...""Hang the DJ"" is another futuristic episode of the ""Black Mirror"" series, which deals with the positive aspects of modern technologies and the negative consequences of over-reliance on them. As usual, it takes some modern trends as a basis and takes them to the extreme. Whether today's dating applications will grow into the system brought to us by this ""Black Mirror"" episode remains to be seen, but we can certainly recognize ourselves in some aspects of this story today.One of the most interesting premises so far, a well-written story, great tempo, and actors who perfectly evoke their characters, with a very charismatic leading couple, and a totally unexpected final twist, make ""Hang the DJ"" one of the best episodes of the ""Black Mirror"" series, and my personal favorite.And no, I'm not going to tell you what the name of the episode has to do with a story like this. For that, you will have to see it through. WTF reaction is guaranteed.9/10."
4,17," Funny, weird, and interesting.",7.0,"Black MirrorHang the DJ (3.5 out of 5 stars).The episode follows a dating program which pairs people up for dates and tells them the expiration of how long their dates or relationship will last. Could be one hour, one year, or years.Frank (Joe Cole) and Amy (Georgina Campbell) fall for each other but the device tells them that their relationship is expired. Which they see others but they do not have the same feeling like they do with each other.Without giving away any spoilers, this episode is kind of interesting. It is creepy about how dating apps are going as of now. The device in this episode is interesting. Which tries to pair people up even if the people dislike each other. There is a big twist in the end which makes more sense but kind of shocking.The episode does get a little slow in the middle with the repetition with Frank being stuck with the same girl that he has nothing in common with nor chemistry. Amy is stuck in short relationships that looks like more hook ups and one night stands. Which she has no feelings for any of the guys she is meeting."
4,17," Cheerful episode, with minor darker undertone",7.0,"Possibly one of the most cheerful episodes where online dating is pushed to its extreme consequences.People can join a service that allows them to try several partners, thus fine-tuning their relationships and finally matching them with someone who is 99.8% compatible.The characters live in a bubble environment and seem to do nothing apart from dining and having sex with their partners. Not a bad life, although something is clearly missing.The plot twist is nothing spectacular, but the story seems to affirm humanity against technology - only it does not really do that, but the opposite. See for yourself."
4,17, Saw everything coming within 20 minutes,2.0,"The main pervading element or issue with many (too many) episodes of Black Mirror is that, with regards to their thematic or moral message, they are painfully unsubtle. Subtlety is often attempted and badly blundered. Things are telegraphed dozens of minutes, sometimes even half an hour ahead.Having watched this episode, I figured out the twist and the theme within the first 20 or so minutes, and was proven correct by the end.Someone got mad at dating sites, apparently too clumsy or buffoonish to figure out the ""algorithms"" used to ""match"" people up by their dating profiles, and took it to its most irrational extreme; a dating service wherein people are randomly paired up by a system, advertised with its 99.8% successful match rate, told how much time they will be together, ranging from a few hours to several years, then must stop being together after that period of time or they get ""banished"" from what is never fully specified. Banished from the dating pool, banished from humanity, sentenced to death, with Black Mirror it can be either, for no clear reason.
the protagonist couple we meet get along incredibly well on their first go-around, and when Amy is set up with her next date, an incredible handsome man for 9 months, and Frank with a woman who absolutely hates him and everything about him for 1 year, I already figured out that the System is going to pair the two of them up again, after having put them through unhappy relationships.What a wizard I am, I figured it out, as Amy slowly grows to dislike her new partner, while Frank's partner is eager to see him off once their time expires, and the two get together in a big, hugely happy, gushy reunion, only this time they agree they will not check to see how much time they're allotted together.
Since this is a television drama, it is inevitable that one of them slips up and goes to check on their time. Frank is the sucker, and sees they have been allotted 5 years. Literally as soon as I saw that, I thought to myself ""Now he's f**ked it up, he's going to cause the relationship to crumble by his knowing how long it will last, and will probably make it end sooner because of how cryptic and oddly he behaves.""
Moments later, the device ""recalibrates"" and sets them to 3 years. Then to 2 years or so. Then 18 months, then keeps going down. I was absolutely right; the fact that he knows when the relationship will end will cause the relationship to end, and much sooner as well.
They then split up with her angrily leaving her, and go back to the dating system where they are paired up in unhappy 12 hour sets with different people. At this point, I thought to myself I've figured it out; the moral of the story is Screw a system, don't let machines dictate your life, just be together regardless, etcetera.
Then Amy and Frank get notifications that they will be paired off with their final ""ultimate"" choice, their chosen ones, etcetera. They then run off, and it's revealed everything that has happened was basically a simulation run by a dating program in the real world, which determined out of 1000 simulations, the two of them defied the system 998 times, thus meaning a 99.8% match for them in the real world, and thus confirming what I had figured out about 8 minutes prior."
4,17, Love Actually in a Black Mirror,9.0,"Whats love?
Charlie Brooker tries to map it out in this tale of near misses and futuristic dating appsStill great after 5 views"
4,17, Awesome tech.,10.0,"So if it was the same as I though then this technology shown in this episode was really perfect. The concept of testing before giving the match was really amazing. Obviously there is no better process to check someone's relationship, if you can see that relationship taking place. If this type of Technology is possible, I wish everybody get that."
4,17, a very nice episode,9.0,"In general I like this show, but I have often felt as though it were a bit too bleak. The ideas are usually interesting, and the production values excellent, but the endings were, to me, often a bit of a bummer.This episode, about a couple attempting to find love using a dating app, is a break from that. The idea is clever; without giving too much away it examines the ""what if"" of how dating apps would work if social interaction analysis were more of an exact science like, say, predicting the weather.The episode is fun, with adult but otherwise relatively light themes and a satisfying story arc. Recommended."
4,17, A desperately needed return to form,8.0,"After some execrable episodes, Brooker finally remembers the premise of Black Mirror and knocks it if not quite out of the park, at least to the boundary.It's not perfect, and the scrawny, scruffy, balding little George Blagden is miscast as a hunk - the reaction to him doesn't match the reality.There's also a slight flaw in the premise in that everything that the protagonists do which isn't directly related to each other isn't really relevant.But that aside, it's a well conceived, cast, written and acted episode with something akin to emotional involvement in the typical Black Mirror shaggy dog story. Such a relief to see it back on form."
4,17, The best episode of the entire series,10.0,"Black mirror brings us an incredible love story. The episode maintains a good rhythm, with a spectacular direction and a phenomenal performance. The plot is very interesting, and has a relationship with applications to find couples at an extreme level. The character development is incredible, he manages to focus enough on both and I love the chemistry between them. The episode conveys a beautiful message to chase your love and not be afraid of quantum or it will last. the end I loved him"
4,17, boring,3.0,The episode was repetitive but the ending was good and the music was fantastic. the ending is the only reason it's not 1 stars
4,17," You may have to kiss a lot of frogs, but eventually you will find your prince!",10.0,"Finding a perfect love match through a dating service seems unlikely. Now imagine such a service with the guarantee to match up young people who are searching for true love with a 99.8% perfect match? Too good to be true? What's the catch? Here's how the dating service works: Participants are bound by strict rules, and the decisions of the ""system"" may never be questioned. A ""coach"" may be contacted through a phone gadget all participants carry with them at all times. A major function of this gadget is to offer the participants a clue about the actual duration of each ""relationship"" set up by the dating service, immediately upon first meeting up with a partner. Whether it's only a few hours, or several years, both parties can ""check"" their gadgets for this information. Interesting. We are repeatedly reminded by the coach that ""everything happens for a reason!""Without giving away more of the essential plot elements, l can highly recommend the ""Hang the DJ"" episode as one of the most beautiful love stories I've seen on TV. The entire series is my favorite Sci-Fi series, surpassing even my old favorite ""Twilight Zone"". If you enjoy the Sci-Fi genre and a good boy-meets-girl story, they just don't come any better than this one. A winner all the way!"
4,17," Finally, a positive black mirror.",10.0,"This is a story of love and I was so dreading that it will end bad (the black mirror way).Definitely, definitely see it, you won't be disappointed."
4,17, Hmm! One of the rare Black Mirror Episode with having Happy Ending 😜 Finally I'm 99.8% Sure about it! ✌,8.0,"Don't wanna Ruin anything! Just consider this episode as Advanced Version of Tinder Relationships. And a Sweet and Gripping story till the End. A Happy Ending for sure.I will go with 8 Out of 10 Stars for it and wanna suggest you to completely avoid it watching with family, because it have lots of intimate scenes."
4,17," Sweet, funny, intrigueing, thought-provoking",8.0,"Another nice and optimistic episode. It manages to show both negative and positive aspects of match-making apps like Tinder. The plot is mainly just typical ""rebellion against The System"", but the episode has good moments, jokes and optimistic thought-provoking ending. Overall a pleasant episode."
4,18," A new, 21st century version of that ""Trilogy of Terror"" sequence with Karen Black.",7.0,"Back in 1975, the made for American TV movie ""Trilogy of Terror"" debuted. Two of the stories were very forgettable but the third became a classic. Karen Black plays a lady who buys a scary looking little doll. Little does she know that it's possessed and will stop at nothing to kill her! And so, for about 30 minutes, Ms. Black is tormented and tormented by this hellish doll. So why do I mention this movie? Well, because in so many ways ""Metalhead"" is an updated and 21st century version of this 70s story.The entire context for this tale is missing. You simply see three people breaking into what looks like an abandoned warehouse. However, they aren't alone...a robotic dog-like sentry is waiting for them. And, when it discovers the intruders it goes into murder mode and seems as if it will never stop. Two are quickly killed...but the third, the woman, is able to escape. But is there any real escape from this dogged robot?This episode will keep your attention and is worth watching. However, I should point out that it's a bit more depressing than usual...and the ending, when it all makes sense, it's REALLY depressing. So my advice is watch...unless you're going through a rough patch...then just watch it later or plan on heading to Disney World or having a party when it's over in order to bring your spirits back to normal!
By the way, unlike other episodes I've seen, this one is in black & white. I think this was done to help hide the CGI and make it all look more realistic.Finally, my daughter told me that this episode and its menacing robot was inspired by a robot featured in the YouTube video entitled ""Hey Buddy, Can You Give Me a Hand?"". And, the similarity is interesting."
4,18, Outer Limits Redux,7.0,"That poor woman. These guys are looking for something to replace something. They go into a warehouse and encounter a ""dog."" I suppose these things were developed initially to guard products. However, they have become killing machines. They don't just protect; they track down and kill. When the thing appears, it kills the man who confronted it, and goes after a woman and her other partner. The story revolves around her efforts to save her life and try to kill the thing. There is a great deal of suspense, but like so many of the more recent ""Outer Limits"" and other ""Black Mirror"" shows, because of circumstances, she never had a chance. These adaptable automatons are really fierce and, even though, they can be destroyed, there are so many."
4,18, The Dogs in a Post-Apocalyptic World,6.0,"In a post-apocalyptic gray world, a woman, Bella, and her two partners, Clarke and Anthony, drive to a warehouse to seek medical supplies for a common friend. They are scared with the surveillance system but find the necessary supply. Out of the blue, they are attacked by a powerful mechanical dog that kills Anthony and Bella has to flee. Clarke drives a van and Bella drives the car, and both are hunted down by the dog. Will they survive?""Metalhead"" is so far the weakest episode of ""Black Mirror"". The plot has no explanation and the viewer only acknowledge that the world is destroyed without any green and controlled by ""dogs"". Are these alien machines? What happened to the population? Is there a safe place in the world? Why the trio risked their life knowing that there are invincible dogs? My vote is six.Title (Brazil): ""Metalhead"""
4,18," Bleak, action packed, let's your imagination do most of the work.",8.0,"I've never before ever felt so divided about an episode of Black Mirror, I either love them or I don't. Metalhead is for my part the weakest offering of a strong fifth series, but it gains my imagination for its sheer originality, indeed it feels like a stand alone episode from the show, there is nothing really to compare it to. If I were to sum it up in one word it would be bleak, it's bleak from start to finish, it's clinical, sharp, dark, indeed to only soft and cosy thing we get to see are the teddy bears in the final shot. It has a vintage horror feel to it, I think it benefited from its black and white shooting, adds to the overall bleak theme. It's almost like they took a snapshot from a movie, keeping only the action packed ending, we get no explanation, no solution, just the core action. Charlie Brooker invites us into a post apocalyptic world, but allows us to invent for ourselves the cause, was it the AI, or something else? I felt uncomfortable from beginning to end, possibly one of the scariest Black Mirror episodes to date, it's not one I'd visit frequently, but it was certainly a powerful watch. Maxine Peake is outstanding, the emotions she packed into it were brilliant. I think it's an episode that for those that didn't like on first watch, they're sure to want to give it another try. It is certainly thought provoking."
4,18," ""You'll be waiting a long time.""",7.0,"Reviewer 'DissidentRebel' makes a compelling argument for how to understand this episode of Black Mirror, but really, when you come right down to it, the story makes virtually no sense. You have a relentlessly undeterred robotic 'dog' that hunts it's prey to the death, but if you refer back to the beginning of the story, what was it actually that Bella (Maxine Peake) and her two allies were attempting to do in the first place? Retrieve a box full of teddy bears? And for this they were hunted to the death by a giant metallic cockroach? I'm sorry if I can't find the meaning to this episode but it's not really transparent. If there's any kind of takeaway from it, one might consider the possibility that these kinds of drones are being developed that could create unknown havoc once their programming takes over. Useful in wartime against an enemy maybe, but running amok in the countryside hunting people down seems a bit extreme. I liked the idea that this one was done in black and white though. That gave it just the right dystopian feel one expects from a lot of these stories."
4,18," Trim, terrific, taut, tense, terrifying",9.0,"Even though this episode of Black Mirror has one of the lowest iMDB ratings, it has (apart from Bandersnatch) one of the highest number of user reviews, nearly 200.I know some don't like this, but I found this episode gripping. All credit to the location manager for finding a dystopian side to the UK, where this was filmed. The thought of the metal dogs running non-stop was enough to give on pause about technology run amok big time. Anyway, the ending was poignant with the teddy bears. Reminded me of White Bear, the title of an earlier Black Mirror episode.Maxine Peake was superb as the one on the run."
4,18, 4,4.0,"It was too basic for me, lame, without interesting plot or unique idea as other episodes are."
4,18, Nowhere Fast,6.0,"Nowhere FastA group of people moves through a post-apocalyptic landscape in search of something. They are cautious and frightened, all the while waiting for something to attack them. They soon find what they were looking for, but at that very moment they are attacked and from that moment this ""Black Mirror"" episode is in survival mode.Well-directed action scenes alternate with tense moments of calm, keeping you in anticipation. The post-apocalyptic atmosphere is further enhanced by the fact that the episode is in black and white. We don't know who our heroes are, what actually hunts them and why, or what kind of apocalypse has befallen humanity. Along with the tension, curiosity grows. And then the episode ends without revealing almost anything.With a duration of just over half an hour, this is the shortest episode of the ""Black Mirror"" series. Half an hour is not enough to thoroughly work out a story, but that doesn't matter in this case because they didn't even try. While that little we got is acted out, filmed, and directed great, the overall impression is disappointing.The story has no introduction, but throws us directly into action. I had the feeling as if I turned on the TV and bumped into the middle of some tense SF. Technically great and very tense, but I had no idea what it's about. I hoped to understand it by the end, but when it was over I still had no idea what I watched. Protagonists without characterization with whom we have no time or reason to connect and a story that comes from nowhere and leads nowhere.I suppose we all saw ""Terminator 2"". Imagine that you did not and someone shows you the scene in which Edward Furlong on a motorcycle is chased by Terminator. Just that scene, nothing before, nothing after. And that's the whole movie. Although in the context of the film, that scene is one of the best in the history of the genre, standing alone, it is meaningless and cannot represent an independent whole. Well, that's the impression ""Metalhead"" leaves.Besides, I didn't accidentally take the Terminator as an example. ""Metalhead"" can seem original only to those who have not watched even the greatest classics of the genre. The only original thing in this episode is the final twist.""Black Mirror"" is known for unexpected closing twists with a strong message. This episode also has a twist, and it is one of the most unexpected so far, but not because it carries a strong message, but because it is totally insane and unconvincing, and although I can guess which message it wanted to convey, it failed terribly.After watching the ""Black Mirror"" episode ""Metalhead"", I don't have the impression that I saw a short movie, but a long trailer or an insert from some good movie. Unfortunately, we didn't get any context, and all the qualities of this episode are overshadowed by this shortcoming.If the story was on a level with the camera, directing, acting, atmosphere, this would be a strong eight, but because of the story (or lack of it) that does not deserve more than four, my rating is6/10."
4,18," Dark, eerie, and thrilling.",8.0,"Black MirrorMetalhead (4 out of 5 stars).Metalhead is an interesting intense episode in Black Mirror series. The episode is a little bit straightforward without the mindbending twists or shocking ending. It takes place in an apocalyptic world were robotic dogs have taken over. They can adapt, they are weaponized, and they can hunt any living thing. Bella (Maxine Peake) and two others scavenging for medicine comes across one. Which attacks them and is on a prolonged chase to kill them all.The direction does deliver some thrills and gets a bit scary. It was shot in black and white which made it a little more scarier. Feeling like a classic horror movie feel. The episode is very fast paced and intense throughout. David Slade did a great job in delivering this episode."
4,18, AI vs. Humanity,9.0,"Wow what an incredible episode! I can see how most fans wouldn't like episode, especially compared to the others, but what Black Mirror is known for is its unique individual stories based on technology affecting society. This was no different, but more evident.In short (and short and sweet and to the point this episode was), the entire struggle was to obtain something innocent and special for obviously a child, and it shows that human nature will ignore even danger to achieve a goal that will make that child smile... all based on a promise. Its portrays human emotion, kindness, resolve, and much more. Then it shows that technology simply does not care and does what its goal is, no matter what, and in this case its to destroy humanity.You don't need a back story or character development nor plot twists and turns to get the point across as well as this episode did. Barvo! A well deserved 9/10"
4,18," Survival, videogame style... otherwise GAME OVER",2.0,"The shortest and harshest episode, in which we follow the misadventures of three people - soon to be reduced to single survivor Bella.We're thrown right in the middle of the action and we get out without any explanation whatsoever. This did not bother me, since some questions are better left unanswered.What bothered me was the videogame feeling of the episode: indestructible metal dogs that shot people in the head (and make it explode). They chase their prey relentlessly and the prey must find a way to fight back.Otherwise, game over. That's it, basically ... apart form the brief shot of teddy bears, to add ""softness"" - but they could have been just a token to move up one level.PS somebody advanced the idea that, while San Junipero is a sort of paradise - and we briefly see a postcard from San Junipero in the house - this must be hell. I still don't buy this explanation, since the videogame format seems to fit the plot so much better than a random ""hell"". Or, if this is actually ""hell"", then some background story should be given for anybody to care."
4,18, Not Black Mirror's finest hour,6.0,"With an Anthology series there are always hit and miss episodes. Metalhead is certainly not the best of episodes. A woman being chased around by a smart metallic insect for almost an hour with little background story, little dialogue and uninspired scenes was not too impressive. Some great episodes have nicely built up to something but Metalhead fails and is dull throughout. I think the writers needed a space filler episode and this was it. The black and white also does not work well for the episode as it seems even more dull and detached. 6/10"
4,18, Seems like a horror movie...,4.0,"This is one of those episodes whose rating I simply cannot understand. And I'm not going to follow the others who claim that this is a masterpiece because it simply isn't, far from it actually, but on the contrary, I say that it is way too overrated for what it depicts.Let me try to explain myself a bit. In a post-apocalyptic world where robots hunt humans ""for a living"", we find a group of three whose seem more or less determined to enter a storehouse in order to find a specific box for someone whom they know that has only o couple of days left to live. So they seem willing to sacrifice themselves in order to get that box. You might think that they would do such foolishness for something important, but we later find out that the whole risk that they took was only for a teddy bear.Let's say that I can accept this premise (that someone in their situation, in such a dangerous wasteland and in their position of being hunted by deadly robots); although I would do this with great sacrifice, as I find it too hard to believe that somebody mentally sane would actually do that. In this case, it is simply impossible for me to understand what was she (the main character and the only one remaining alive from her party of three) thinking of with every single action she took in order to get back to base. You can add here almost every action she undergoes, from staring without any thought of running when her colleague is slaughtered by a robot to speaking on her walkie-talkie just to send some irrelevant messages while risking exposure, or even going to wash her hands after touching a putrefied corpse instead of running away.I read plenty of comments by other people saying that humans have feelings and that this is the only thing that separates us from robots, and they are right, but I also know that humans have a basic survival instinct, as animals, and are willing to do anything to survive, especially when put into extremely harsh situations as the one depicted in this episode. Thus, all their actions which were emotionally derived couldn't have all been present at the same time to all three characters. I simply cannot believe that. Furthermore, besides feelings, we also have a brain, and intelligence, which should suppress such ridiculous decisions at least from time to time.Bluntly, I saw a bunch of people who seemed to be in a dream or something, who don't realize that they put their own lives into jeopardy (or simply don't care about their lives) for a pointless toy and don't seem willing to do even something remotely intelligent in order to survive. They, and especially she, seem determined to do whatever foolish sentimental action in order to get caught, making the viewer even wish they get caught faster as there isn't any point of prolonging the inevitable death; thus, ending up wishing this as a viewer explains pretty clear how my experience with his episode was. I can even associate it with most horror movies, which have the same traits as this one, from a bad plot to ridiculously stupid characters."
4,18," A short story about nothing, that went nowhere",1.0,"This arbitrary entry into the series sincerely feels like something someone randomly threw on the idea board that no one bothered to whittle down into a concrete story and just ended up filming as-is to meet an episode quota.
it's a minimalistic story of some people in a random post-apocalyptic setting trying to steal something from a warehouse, only to uncover a dog-shaped robot that hunts and kills them with guns and explosive bursts that fill people with shrapnel that it can use as a tracking device to track the person down.One woman survives, and runs from the robot.That's the entire story, without spoiling the ending.
It's exactly the sort of story idea that needed a significant amount of feedback, critique, and rewriting before filming, and on top of all that, it's boring."
4,18, The rotten apple in the barrel,10.0,"OK ! Gonna fess up I marked this a 5 once tbh I'm unsure where my head must have been. After constantly seeing so many rave reviews i kept trying periodically to give it another go but circumstances always distracted. However this had Maxine Peake as the lead so how bad could it be?It wasn't, Metalhead is very intriguing. No back story as to the timeline, no back story as to the why although you get a near tearjerk answer at the end. It's a cat and mouse futuristic without the need of multimillion special FX whilst giving you special FX . A desperate battle in a time I want no part of . I'd rather be peddling for merits.Why in B&W I dont know but it does had a bleakness to the whole event, once again BM as a standalone which could have been extended a little and made into a movie that indy fans would rejoice about.I've never done this before out of 300 reviews but I'm changing my 5 from a couple of years ago to a topping 10"
4,18, It set my heart racing,10.0,"The Dog shaped robot was ferocious and scary. The execution is fantastic, The screenplay is paced perfectly for a thriller. The Lead actress gives out a phenomenal performance. You cannot take your eyes off the screen and you are glued to the screen in anticipation of thrill. I think so far the best episode in Season 4"
4,18, The best episode so far.,10.0,"I was shocked to see this rated so low here. It is by far the best horror episode in Black Mirror I have seen so far. The black-and-white video enhanced the experience because it accentuated the dismal and barren world of the droid dogs. It also made it clearer what was driving the dog, as opposed to shifting focus on landscape and human. That aspect of the production was somewhat confusing. It may have translated better if the whole thing was presented from the robot's point of view. If you have followed the debate on AI and weaponized robotics, you would be impressed with where the writer took this. It is a representation of the mundane use of uplifting technology. And how it can go wrong. I suppose some viewers might not realize how potentially real this bleak future is. That viewer would see this as failing to entertain, because that viewer would be missing the horror of understanding that this could be a real outcome of today's science. My only objection to the writing is the sentimentalism involving the teddy bears. This struck me as a bit retro, a too Twilight Zone. It detracted from the horror of the overall piece."
4,18, How was this not a 10 minute short?,2.0,"Do you want to watch a woman rummage through an entire house in what seems like real time, like you're watching a live stream of someone with OCD playing PlayerUnknown's Battlegrounds? Then look no further.We are given zero context with regards to both setting and characters (although one might argue that this episode doesn't really contain any characters, only plot functions). Sometimes holding back this type of information is crucial to the story because it will pay off later. My favorite Black Mirror episode ""White Bear"" is a prime example where this works beautifully. But in Metalhead there is no payoff, no explanation coming. What has happened to the world that made it into an post-apocalyptic wasteland? Screw you, that's what.Who were these people? Screw you, that's who.Why was this warehouse seemingly stuffed to the rafters with teddy bears guarded by murderous robot dogs hellbent on killing anyone intruding, and apparently willing to follow someone to the ends of the world in order to complete its mission? Because screw you, that's why.But perhaps it not about characters or story, but simply the visceral thrill? Well, then color me unimpressed. I couldn't wait for this elongated foot chase to be over and done with, hoping for a payoff that would never come.However, in its favor, watching a knife wielding robot dog try to murder someone was hilarious. But I'm not sure that was the feeling they were going for."
4,18, Scary,10.0,"Metalhead has a very simple story. We watch a woman fleeing from a murderous robotic ""dog"". It is, for me, the most frightening episode so far...and also quite disturbing. I also like the black and white effect."
4,18, Comme ci comme ca,5.0,"Not the best of the series of Black Mirror admittedly. Still, it kept me watching until the end to see what happens. Then I'm still none the wiser. She cuts her throat and we end on a box of teddy bears!! Why?! I'm trying to think outside of the box here but still can't understand it all. The dogs were initially a toy for kids and went rogue?"
4,18, Excellent in its minimalism,9.0,"A superb episode which benefits enormously by being shot in black and white, having very little dialogue, and refraining from giving any explanations of why the world is as it is. Less is most certainly more in this case. We don't need an explanation of why hunting robot dogs are running around killing any living thing, what happened to everyone, and where the people in the film have come from. These days viewers seem to like being spoon-fed everything - something that can clearly be seen when reading the low-rating comments. It's called ""using your imagination"". We need more of it."
4,19, Rolo Haynes is one very unusual man....,9.0,"""Black Mirror"" is an anthology show a bit like ""The Twilight Zone"" but also much darker and with an emphasis how near-future technology can make our lives horrid. This episode clearly is about the horrid.When the story begins, a young lady arrives at a crappy little museum in the middle of the desert. The place is called 'The Black Museum'...a term inspired by the British Black Museum of crime and criminals that actually does exist. She is soon shown in by the owner, Rolo Haynes...a guy who seems to really enjoy frightening his patrons and regaling them with stories of misery and death. Unlike other episobdes I've seen of ""Black Mirror"", this one consists of several short stories--all horrid and all which in some way involved Rolo in his old job of selling strange technology to folks at a hospital. I could summarize the three tales but frankly you're better off just seeing them and being surprised.Throughout his little tour of his chamber of murder and horror, Rolo seems to enjoy this very much. In many ways, he's at least partially responsible for much of the misery and you hope that there is an accounting for his actions. And, don't worry...there certainly is!
As with many episodes of the series, the only problem with it is that at times it's too vivid and too grotesque. This is NOT a show for children and the easily offended!! Still, like so many episodes it's incredibly imaginative and well written...and well worth seeing."
4,19, Almost Too Much to Watch,10.0,"This was bit remindful of the new version of the Outer Limits, where a last episode was a compilation of previous ones. However, we are taken on a ride of cynicism unparalleled. The proprietor of the Black Museum, Rolo, is the worst of the worst. He is psychotic and predatory and a genius at what he does. Since this is really three stories that come together, his storytelling abilities and his drooling excitement at the pain he has created, make it right for this series. A young, strong black woman stops to charge her car (solar powered) but her agenda brings her to a ""Black Museum."" This museum is a tourist trap that features all manner of human agony. Rolo, apparently, has participated in horrors to various human subjects. There is a doctor who has good intentions when he is implanted with a device to feel his patients' pain and, hence, diagnose them. Then there is a woman dies but is connected to her partner in a kind of ethereal worlds. Finally, a man condemned to death in the electric chair. The stories are sick but engaging. But what makes this work is a well rounded plot line that brings all of this into play. I guess I will have t wait for a while to see if another set of these comes around."
4,19, Dark Tale,9.0,"While driving to celebrate her father´s birthday, Nish stops at a lonely station to recharge the batteries of her car and walks to the criminal Dark Museum before the opening hour. However the owner Rolo Haynes admits Nish and tells the dark story related to each object. The air conditioning is out of work and Haynes drinks a bottle of water provided by Nish. Soon he learns who she is and what he agenda is.""Dark Museum"" is a dark tale and one of the best episodes of ""Black Mirror"". Each segment is attractive but the lead story is very creepy and the conclusion surprises the viewer. My vote is nine.Title (Brazil): ""Dark Museum"""
4,19, Astonishing,10.0,"What a way to round of a superb series of Black Mirror. I'll admit my anticipation levels were high for this one, and I was not left disappointed. Instantly this was absorbing, it unfolded in real style, loaded with twists and turns, captivating viewing from start to finish. Technology used in true Black Mirror style, used to make a wonderfully twisted, but human story. Fabulous acting from all, Letitia Wright was fabulous throughout, particularly at the end. I've always been a big fan of Douglas Hodge, he seems to have been off the radar somewhat, so it was great to see him back, he was excellent, impressed by his accent too . At times it felt like a seventies portmantaeu film, lots of stories within a story, all combining at the end, similar in layout to 'From beyond the Grave.' This one seemed bigger and bolder, had the feeling of a quality film about it. Very impressed."
4,19," ""Hey, don't worry. We're going to see you on the other side.""",8.0,"I was on guard the entire time watching this episode because I thought at some point, Rolo Haynes (Douglas Hodge) was going to do something nasty with or to the somewhat stranded motorist Nish (Letitia Wright). The tables are turned at the finale when Nish gets her 'revenge' against Rolo for turning her father into a virtual reality game, one of the premier attractions of the Black Museum. That was another bit of misdirection as well, the title of the story hinted at a racial component, but that's something that never really entered the picture. The three part format was reminiscent of Season Two's 'White Christmas', and now that I write about it, there's an interesting dichotomy there with Black/White. Pretty interesting, don't you think? Of the three stories, it's hard to tell which one was the most disturbing. One of the neat things about the episode was the way it wove elements of prior season stories into this one. As an example, widower Jack (Aldis Hodge) is shown reading a comic book adaptation of 'Fifteen Million Merits' in the second segment. There are more for astute viewers, and actually, that's one of the clever things about the series that writer Charlie Brooker does to keep viewers engaged and returning."
4,19, Both excellent and not. The results are... It's good!,8.0,"My initial reaction to the season 4 finale of Black Mirror was that it was good - I can barely think of one episode that wasn't at least trying something intriguing or questioning our perceptions of the world thru our technology in some form... And yet I found this mean spirited piece of business with a hammy lead performance....(One hour later) after pondering some more, so appreciate that this structure is similar to White Christmas but the nastiness lends itself more to something like CREEPSHOW: here are people who get twisted by the technology that they are given by this doctor-cum-carnival barker, but that doesn't excuse how far two out of three of these subjects abuse what they are given and end up going for the worst in humanity. The last subject in this museum is a guy who rides the lightning and his consciousness in computer form has to relive it over and over. I might question how a computer entity can feel pain and become mentally fractured by it, but this is also a season that began with a video game programmer using the DNA of his coworkers to warp them in simulated space madness, so it is consistent. I think the hamminess of this guy, how sweaty he gets, his general demeanor, is too much in the moment and yet of all the episodes this is one I want to watch again the most. It's sick in its humor (that one doctor and what he does with his pain receptor is the best part for me, I could have done with a whole episode about him, or seen him crop up in a Philip K Dick short novella or something) and it leaves on a note of that is not depressing. It's just... Trying so hard."
4,19, Tales from the Darkside,8.0,"This season 4 finale is very moving, dealing with themes of sex and pain (Daniel Lapane bouncing), race, brain implants, death penalty and revenge. There are numerous Easter Eggs galore in this episode that refer to previous Black Mirror episodes. There are a trilogy of stories in Black Museum, all connected to each other. One of the final scenes was very poignant, where the plush money chimes ""Monkey loves you"".Douglas Hodge, a British actor, masters the American accent quite well, as he did later when he played a criminal defence lawyer in The Undoing.Can't wait to watch Bandersnatch and season 5."
4,19, 9,9.0,"Epic episode, really loved it interesting plot and how it was fulfilled"
